F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,KELAS
0.030298793,0.02465994,0.029464783,0.02479203,0.02256398,0.02465994,0.021994346,0.02479203,0.019228377,0.018893112,0.018766144,0.019069087,5.026835483,6.949512347,4.754111776,6.761300142,9.04014861,6.949512347,8.451967871,6.761300142,12.64460077,12.21601844,11.5759798,11.72634835,245.0484552,342.785813,145.5997006,343.3698356,671.3317753,342.785813,405.7274699,343.3698356,1081.399571,867.3794372,661.6386869,847.3018315,0.377472335,0.272691826,0.357506358,0.277802046,0.240555368,0.272691826,0.224805167,0.277802046,0.182071915,0.171639914,0.170087347,0.173866113,89.74638889,73.17095935,75.285,54.64817927,96.4803373,62.33470181,5353.989293,2986.423497,3885.61505,0.002146338,1.33E-06,7.19E-12,5.14E-11,8.06E-22,4.19E-14,-5.73E-22,Clown Fish
0.016660541,0.013865088,0.015856228,0.013855794,0.012734281,0.013865088,0.01219531,0.013855794,0.010949232,0.011009507,0.010647161,0.010855745,7.68444002,10.03538388,8.100534802,11.27181705,13.71132867,10.03538388,14.29096419,11.27181705,18.72928321,17.24770605,19.37312258,19.11857795,255.6368143,345.2343506,236.2555476,509.0066883,727.0904695,345.2343506,666.4991771,509.0066883,1195.49211,886.8296212,1101.127483,1232.460669,0.235834883,0.16387474,0.213339307,0.170275906,0.147962296,0.16387474,0.128354252,0.170275906,0.11134088,0.101996586,0.098411223,0.106768054,79.05515873,61.15218861,106.4100198,62.52293007,143.6109524,73.52154089,3739.590172,3909.116785,5405.416975,0.001555719,5.89E-07,2.02E-10,1.04E-10,7.04E-21,4.32E-14,-1.33E-20,Clown Fish
0.051247786,0.044612733,0.051809479,0.044654303,0.041406726,0.044612733,0.041765316,0.044654303,0.037015429,0.036561275,0.037276415,0.036640393,0.913755187,1.290200665,0.943213974,1.274678474,1.557133254,1.290200665,1.628331808,1.274678474,1.996034056,2.039128641,2.100006158,2.010614723,4.432192168,8.317706685,4.977582938,8.644454801,13.10891185,8.317706685,15.26916149,8.644454801,23.36767988,22.75834125,27.78422698,24.75849584,0.70250164,0.626565499,0.703829269,0.628479746,0.585961106,0.626565499,0.586541046,0.628479746,0.52409824,0.515683411,0.524507429,0.517929335,68.39793522,71.5596697,73.10094296,53.24187709,73.29959027,66.06233937,5120.786328,2834.697476,4364.232684,0.001991145,8.98E-08,2.56E-10,4.99E-11,-4.75E-21,-4.78E-15,3.05E-21,Clown Fish
0.03204143,0.029244176,0.0323717,0.029220664,0.027707257,0.029244176,0.027662799,0.029220664,0.026216486,0.026108164,0.025940107,0.0260969,1.415890942,1.740454368,1.39825804,1.748419623,1.994776841,1.740454368,2.034592073,1.748419623,2.352482958,2.357328413,2.450301108,2.372000115,4.419521882,6.567060014,4.149874205,6.724336686,9.800977402,6.567060014,9.533428351,6.724336686,15.75288592,14.3320108,15.52888602,14.86772726,0.504732848,0.444325837,0.504733692,0.443461515,0.415397832,0.444325837,0.406650491,0.443461515,0.379844085,0.3739413,0.366645044,0.373028943,63.4376399,65.76724247,86.72682855,61.03513743,137.3014796,73.04013438,4325.330182,3725.288001,5334.86123,0.001632669,3.74E-07,2.18E-10,5.82E-11,3.67E-21,2.92E-14,5.45E-21,Clown Fish
0.056306547,0.055853944,0.056162545,0.055722284,0.054351488,0.055853944,0.054284103,0.055722284,0.053135019,0.053245585,0.053232978,0.053328323,3.54748804,4.971188754,4.56355942,5.868542883,6.14416626,4.971188754,8.148203488,5.868542883,8.634960049,8.84572009,11.49293878,10.66521902,65.65460401,142.5329906,98.89566377,156.6065406,205.4282738,142.5329906,315.6364826,156.6065406,375.6433456,417.7216891,579.281207,488.1851009,0.362139383,0.330724551,0.338190895,0.31358479,0.297215167,0.330724551,0.280803173,0.31358479,0.265488959,0.270729943,0.253832121,0.258958014,103.4245202,92.29511339,58.51520809,70.20729175,78.02844509,80.90039809,8518.387956,4929.063815,6544.874411,0.001841831,4.86E-07,4.29E-10,2.34E-10,-3.64E-20,-3.78E-14,-6.44E-20,Clown Fish
0.025431294,0.021691485,0.024292602,0.02110152,0.019562476,0.021691485,0.018768661,0.02110152,0.017088288,0.017171764,0.016364928,0.016635045,3.533766279,4.737332045,3.702483928,5.116272943,6.249210932,4.737332045,6.54779498,5.116272943,8.51945056,8.055175011,8.964216782,8.833044983,72.59797297,96.74268318,55.26253068,136.902778,230.2200797,96.74268318,173.2906873,136.902778,405.0965736,276.6127157,312.0480228,390.9550585,0.347499286,0.270144895,0.319531942,0.258974861,0.229159522,0.270144895,0.208918304,0.258974861,0.182688321,0.182287689,0.165162711,0.173640207,48.53289842,52.71140646,72.7757514,57.09715909,124.7149115,62.4584509,2778.492371,3260.085576,3901.058088,0.002082721,1.18E-06,1.40E-10,6.22E-11,3.48E-21,-1.01E-14,4.65E-21,Clown Fish
0.015264544,0.013630429,0.015344832,0.013862766,0.01251624,0.013630429,0.012539219,0.013862766,0.011227519,0.011391438,0.011306014,0.011521908,13.7201467,18.23258293,13.25119712,17.25079497,23.26245511,18.23258293,22.90697422,17.25079497,29.72689076,29.05197456,29.69325455,27.89674339,580.4627665,969.7948074,494.3785419,869.9728445,1576.150093,969.7948074,1393.258417,869.9728445,2358.972762,2191.8227,2156.483364,2029.350646,0.141234374,0.112115249,0.137330168,0.116042138,0.096809367,0.112115249,0.092041826,0.116042138,0.080200967,0.081696317,0.076761975,0.080759856,57.91785043,63.76219861,104.8769369,65.20865742,115.0375817,66.81919152,4065.617972,4252.169002,4464.804356,0.001790805,4.92E-07,6.43E-11,6.70E-12,-2.40E-23,-9.00E-16,1.37E-22,Clown Fish
0.025421147,0.020680454,0.025029704,0.021545045,0.018803457,0.020680454,0.01857315,0.021545045,0.015928969,0.015568685,0.01580244,0.016351433,2.688238731,4.06588053,2.946805787,3.889863741,5.047095875,4.06588053,5.432120959,3.889863741,7.20707426,7.415940538,7.630672808,6.941849084,40.91027546,82.16664948,49.90817474,85.1202728,132.6992809,82.16664948,154.2275446,85.1202728,245.7356393,245.8383463,268.8127834,236.8828956,0.419998734,0.31243234,0.411768285,0.329314742,0.269206694,0.31243234,0.262251324,0.329314742,0.205857112,0.197247,0.20026426,0.212315897,101.5701444,61.29380322,107.7518889,56.79241921,112.0469472,57.70503742,3756.930313,3225.37888,3329.871343,0.001573279,3.37E-08,5.07E-12,2.19E-11,-1.92E-22,3.11E-15,1.29E-22,Clown Fish
0.049037088,0.041835737,0.04859732,0.04212991,0.038676364,0.041835737,0.03843963,0.04212991,0.03411462,0.033576839,0.033898735,0.03407401,3.200363569,4.30734223,3.547468448,4.383263122,5.02025641,4.30734223,5.599520089,4.383263122,6.38120603,6.508040194,7.072214765,6.589323041,105.6345836,175.7622541,129.8943727,189.9956684,235.055091,175.7622541,282.5616406,189.9956684,343.4206105,340.3495357,400.3560104,371.8848468,0.557290346,0.473629433,0.543732277,0.468375809,0.425573869,0.473629433,0.413781851,0.468375809,0.357240298,0.354682376,0.346664752,0.35207932,61.48386667,59.39060618,59.10776667,50.01106431,95.15097037,71.72157251,3527.244103,2501.106553,5143.983964,0.001872271,5.34E-08,1.43E-10,7.66E-11,7.78E-21,3.60E-15,-1.94E-21,Clown Fish
0.03204143,0.029244176,0.0323717,0.029220664,0.027707257,0.029244176,0.027662799,0.029220664,0.026216486,0.026108164,0.025940107,0.0260969,1.415890942,1.740454368,1.39825804,1.748419623,1.994776841,1.740454368,2.034592073,1.748419623,2.352482958,2.357328413,2.450301108,2.372000115,4.419521882,6.567060014,4.149874205,6.724336686,9.800977402,6.567060014,9.533428351,6.724336686,15.75288592,14.3320108,15.52888602,14.86772726,0.504732848,0.444325837,0.504733692,0.443461515,0.415397832,0.444325837,0.406650491,0.443461515,0.379844085,0.3739413,0.366645044,0.373028943,63.4376399,65.76724247,86.72682855,61.03513743,137.3014796,73.04013438,4325.330182,3725.288001,5334.86123,0.001632669,3.74E-07,2.18E-10,5.82E-11,3.67E-21,2.92E-14,5.45E-21,Clown Fish
0.03387526,0.028302135,0.033468921,0.028751208,0.025529153,0.028302135,0.025214187,0.028751208,0.021859622,0.021663565,0.021651614,0.02208138,2.780094602,3.864691013,2.656688926,3.782233048,5.157218506,3.864691013,4.902246377,3.782233048,7.211876047,6.926049485,6.784692909,6.740682431,51.46575403,79.7329411,32.57874791,78.54056427,170.8883724,79.7329411,108.4978651,78.54056427,309.1130318,240.7605312,198.5567365,237.6636531,0.42460391,0.331444918,0.422421674,0.341211692,0.281848758,0.331444918,0.27913694,0.341211692,0.219422914,0.216588684,0.217731397,0.224815157,63.52263056,53.23361348,79.57746944,47.67203471,101.5658167,62.48982954,2833.817605,2272.622893,3904.978796,0.001934802,8.06E-09,1.96E-10,9.11E-11,8.27E-21,2.45E-15,8.94E-21,Clown Fish
0.036972264,0.029468747,0.041178671,0.029475915,0.027561803,0.029468747,0.03152528,0.029475915,0.020746485,0.021222333,0.02358307,0.021242221,1.773500185,2.631329335,1.40953405,2.539910245,3.267973274,2.631329335,2.545893343,2.539910245,4.790428589,4.643955139,3.716077047,4.361560707,27.37423186,45.07526098,14.64396984,37.20453204,70.42603811,45.07526098,34.24244123,37.20453204,124.5230856,116.1103318,56.35824229,85.58582795,0.604781716,0.483973037,0.657469019,0.485794676,0.448564807,0.483973037,0.507786286,0.485794676,0.307068539,0.317013098,0.364131063,0.321659234,68.17181975,61.17117563,91.26363951,57.95253328,112.3410012,65.119757,3741.912727,3358.496114,4240.582751,0.001588558,4.17E-08,3.67E-11,6.20E-11,-2.87E-21,6.38E-15,-7.10E-22,Clown Fish
0.0392579,0.033149709,0.040606018,0.033993354,0.029240463,0.033149709,0.030264361,0.033993354,0.024630028,0.02499062,0.02541874,0.025787423,2.344824034,3.128216376,2.139848268,3.140862555,4.146604585,3.128216376,3.687340792,3.140862555,5.692063128,5.260940611,4.937096867,5.180320134,71.83354506,103.5271143,48.13475236,109.993234,192.458404,103.5271143,124.2052754,109.993234,313.5691191,248.5746539,195.8491865,257.3952026,0.548186191,0.452289078,0.560128651,0.463963782,0.386054663,0.452289078,0.398552663,0.463963782,0.30363445,0.308850426,0.313358474,0.321013324,117.0939886,67.09325655,115.9156143,42.31708134,134.4659686,47.54203471,4501.505075,1790.735373,2260.245065,0.001488755,2.80E-07,3.37E-11,6.96E-12,1.06E-22,3.06E-15,2.42E-25,Clown Fish
